OPPORTUNITIES BY SALES STAGE



Results

Opportunity Name,Opportunity Amount,Sales Stage,Probability (%),Expected Close Date,assigned user id => Users User Name
"Sheela-Deck/SW","Rs50,000.00","Draft","40.00","31-07-2014","Mamatha"
"Manjula-Soverign Maple","Rs51,700.00","Draft","40.00","31-07-2014","Mamatha"
"sheela-deck and sw","Rs50,000.00","Draft","40.00","31-08-2014","Mamatha"
"Rakesh -Wood/Vinyl","Rs100,000.00","Draft","40.00","31-10-2014","Mamatha"
"Self Levelling","Rs21,000.00","Draft","40.00","14-07-2014","Mandeep"
"LWF-Smoked oak","Rs50,000.00","Draft","40.00","30-07-2014","Mandeep"
"Vinyl","Rs100,000.00","Draft","40.00","14-07-2014","Mandeep"
"LWF-Rio","Rs50,000.00","Draft","40.00","30-07-2014","Mandeep"
"Artificial Turf 40MM","Rs47,000.00","Draft","40.00","25-06-2014","Mandeep"
"Artificial Turf 40MM","Rs30,000.00","Draft","40.00","19-07-2014","Mandeep"
"LF- Woodstock Mocha Sherwood Oak","Rs50,000.00","Draft","40.00","23-06-2014","Mandeep"
"SPF-Omnisports Reference","Rs1,000,000.00","Draft","40.00","01-07-2014","Mandeep"
"LF - Revelation 832 Orangepepper","Rs50,000.00","Draft","40.00","01-07-2014","Mandeep"
"Patch Design Studio-Sony Music office-Composite De","Rs300,000.00","Draft","40.00","30-04-2014","Manoj"
"Lewis And Hickey-Tapiflex","Rs100,000.00","Draft","40.00","30-06-2014","Manoj"
"Sheena Chhabria-LWF-Grey Mocha sherwood oak","Rs40,000.00","Draft","40.00","31-05-2014","Manoj"
"Kalpataru Ltd - EWF","Rs350,000.00","Draft","40.00","31-05-2014","Manoj"
"Global Vipassana Foundation-Artificial Turf","Rs120,000.00","Draft","40.00","31-05-2014","Manoj"
"Somaya And Kalappa-Gandhi House, Lonavala","Rs300,000.00","Draft","40.00","30-06-2014","Manoj"
"LWF-WALTZ WENGE","Rs22,000.00","Draft","40.00","11-07-2014","Nisha"
"EWF-COFFEE OAK BRUSHED","Rs220,000.00","Draft","40.00","31-07-2014","Nisha"
"EWF-OAK JAVA WENGE","Rs371,000.00","Draft","40.00","30-10-2013","Nisha"
"remove & re-installing","Rs5,000.00","Draft","40.00","30-06-2014","Nisha"
"OWF-IPE LONG DECK(SMOOTH)","Rs40,000.00","Draft","40.00","11-07-2014","Nisha"
"OWF-IPE LONG DECK(SMOOTH)","Rs400,000.00","Draft","40.00","11-07-2014","Nisha"
"lwf-wild toffee + shannon oak+ suede","Rs65,000.00","Draft","40.00","11-07-2014","Nisha"
"OWF-COMPOSITE LONG DECK","Rs280,000.00","Draft","40.00","11-07-2014","Nisha"
"LWF-LAMINART PATCHWORK LATTE","Rs45,335.00","Draft","40.00","11-07-2014","Nisha"
"WW-COCOMOSAIC-NATURAL GRAIN & ESPRESSO GRAIN","Rs420,000.00","Draft","40.00","31-08-2014","Nisha"
"owf-ipe smooth tiles","Rs27,500.00","Draft","40.00","11-07-2014","Nisha"
"LWF-LEGACY MAJESTIC SUGAR MAPLE","Rs6,296.00","Draft","40.00","30-06-2014","Nisha"
"OWF-COMPOSITE","Rs300,000.00","Draft","40.00","11-07-2014","Nisha"
"lwf casual old world walnut","Rs22,000.00","Draft","40.00","23-01-2014","Nisha"
"OWF-MERBAU TILE","Rs340,000.00","Draft","40.00","11-07-2014","Nisha"
"EWF-WALNUT PLANK","Rs75,000.00","Draft","40.00","30-11-2013","Nisha"
"lwf-matching","Rs700.00","Draft","40.00","23-08-2013","Nisha"
"OWF-IPE LONG DECK - ribbed","Rs207,000.00","Draft","40.00","11-07-2014","Nisha"
"EWF-OAK WINTER","Rs370,000.00","Draft","40.00","31-01-2014","Nisha"
"LWF- MATCHING","Rs2,722.00","Draft","40.00","11-07-2014","Nisha"
"lwf-basic teak 3- strip","Rs56,140.00","Draft","40.00","31-05-2014","Nisha"
"EWF walnut 2000 sqft","Rs750,000.00","Draft","40.00","30-09-2012","Niyaz"
"EWF 500sqft","Rs250,000.00","Draft","40.00","30-01-2013","Niyaz"
"BRAVO COLONIAL CHERRY","Rs22,000.00","Draft","40.00","31-12-2012","Niyaz"
"LWF 4000 sqft","Rs450,000.00","Draft","40.00","08-11-2012","Niyaz"
"Optima & s.d eclips","Rs100,000.00","Draft","40.00","16-12-2012","Niyaz"
"Optima 3000 sqft","Rs325,000.00","Draft","40.00","30-01-2013","Niyaz"
"COLUMBIA ASIA-PUNE","Rs67,424.91","Draft","40.00","22-01-2013","Niyaz"
"COLUMBIA ASIA HOSPITALS P.L.-PUNE","Rs75,112.21","Draft","40.00","17-11-2012","Niyaz"
"Ruby white oak biege","Rs22,500.00","Draft","40.00","30-01-2013","Niyaz"
"New Centre at Richmond Road","Rs2,500,000.00","Draft","40.00","31-03-2012","prakash"
"Thompson Reuters","Rs500,000.00","Draft","40.00","30-05-2012","prakash"
"Yenepoya Speciality Hospital","Rs250,000.00","Draft","40.00","19-02-2014","prakash"
"Biocon-Ground floor","Rs40,000.00","Draft","40.00","11-10-2012","prakash"
"Nova-IVF(Pune)","Rs500,000.00","Draft","40.00","18-07-2013","prakash"
"BRC","Rs30,000.00","Draft","40.00","24-07-2012","prakash"
"Manipal Hospital","Rs150,000.00","Draft","40.00","12-06-2012","prakash"
"CAH-Bangalore","Rs22,000,000.00","Draft","40.00","18-07-2013","prakash"
"LWF-Basic","Rs600,000.00","Draft","40.00","16-10-2012","prakash"
"I Gate,Pune","Rs4,500,000.00","Draft","40.00","30-06-2014","prakash"
"Fidelity Business Service India Ltd","Rs800,000.00","Draft","40.00","02-04-2014","prakash"
"Regus Ibis,Bangalore","Rs1,000,000.00","Draft","40.00","09-10-2013","prakash"
"LWF-Basics","Rs100,000.00","Draft","40.00","30-01-2013","prakash"
"Shell","Rs500,000.00","Draft","40.00","20-04-2012","prakash"
"Biocon Ltd","Rs600,000.00","Draft","40.00","25-06-2014","prakash"
"TERI","Rs25,000.00","Draft","40.00","17-01-2012","prakash"
"KIMS Hospital","Rs300,000.00","Draft","40.00","12-12-2012","prakash"
"BOQ","Rs400,000.00","Draft","40.00","18-07-2012","prakash"
"Vinyl Flooring","Rs900,000.00","Draft","10.00","26-12-2011","prakash"
"R S P","Rs2,000.00","Draft","40.00","23-06-2012","prakash"
"Optima 864","Rs100,000.00","Draft","40.00","11-10-2012","prakash"
"WallGard 014","Rs12,000.00","Draft","40.00","28-12-2012","prakash"
"Infosys","Rs1,500,000.00","Draft","40.00","24-01-2013","prakash"
"Meru Networks Ltd","Rs700,000.00","Draft","40.00","30-05-2012","prakash"
"Amrutha Hospital","Rs60,000.00","Draft","40.00","18-12-2012","prakash"
"Radisson Hotel","Rs150,000.00","Draft","40.00","26-11-2013","prakash"
"Motorola","Rs36,000.00","Draft","40.00","15-04-2014","prakash"
"S.G","Rs75,000.00","Draft","40.00","08-05-2013","prakash"
"Commercial Complex","Rs700,000.00","Draft","10.00","18-10-2011","prakash"
"Cummins,Pune","Rs600,000.00","Draft","40.00","16-06-2014","prakash"
"O.T","Rs250,000.00","Draft","40.00","31-08-2013","prakash"
"Nitesh David Camp","Rs1,000,000.00","Draft","10.00","26-10-2011","prakash"
"Fortis-Cunningham Road","Rs200,000.00","Draft","40.00","09-10-2013","prakash"
"JSS Hospital,Mysore","Rs500,000.00","Draft","40.00","14-11-2013","prakash"
"School Project","Rs1,400,000.00","Draft","40.00","20-02-2012","prakash"
"Annexe Building-Indiranagar","Rs1,000,000.00","Draft","40.00","22-07-2013","prakash"
"Hospital,Bijapur","Rs100,000.00","Draft","40.00","20-11-2013","prakash"
"Terrace area-5th Floor","Rs300,000.00","Draft","40.00","15-01-2014","prakash"
"Karneet Enterpises India Pvt ltd","Rs170,000.00","Draft","40.00","27-03-2012","prakash"
"IngersollRand","Rs75,000.00","Draft","40.00","21-03-2012","prakash"
"Amazon","Rs120,000.00","Draft","40.00","26-06-2012","prakash"
"Nova-NSS (Pune)","Rs1,500,000.00","Draft","40.00","18-07-2013","prakash"
"T Space","Rs500,000.00","Draft","40.00","10-04-2014","prakash"
"Cisco-Rectification","Rs60,000.00","Draft","40.00","06-02-2013","prakash"
"Shell","Rs1,000,000.00","Draft","40.00","28-03-2012","prakash"
"CSA","Rs1,500,000.00","Draft","40.00","09-04-2014","prakash"
"Institute of Company Secretaries","Rs150,000.00","Draft","40.00","31-08-2013","prakash"
"Mantri Replica","Rs250,000.00","Draft","40.00","22-07-2013","prakash"
"R&D Lab","Rs1,000,000.00","Draft","10.00","30-11-2011","prakash"
"Synopsys","Rs120,000.00","Draft","40.00","08-10-2013","prakash"
"Mphasis","Rs350,000.00","Draft","40.00","30-11-2012","prakash"
"Infosys-Lift","Rs10,000.00","Draft","40.00","24-06-2014","prakash"
"Manipal Hospital 4th & 5th floor","Rs2,000,000.00","Draft","40.00","09-10-2013","prakash"
"Hilton","Rs1,200,000.00","Draft","40.00","30-05-2012","prakash"
"Nova Super Speciality,Pune","Rs2,500,000.00","Draft","40.00","20-08-2013","prakash"
"Welding Rod","Rs10,000.00","Draft","40.00","26-08-2013","prakash"
"Capitol One","Rs350,000.00","Draft","40.00","29-03-2012","prakash"
"Suresh.R","Rs150,000.00","Draft","40.00","07-10-2013","prakash"
"Kemwell-Project Office","Rs250,000.00","Draft","40.00","31-05-2012","prakash"
"Agila Biotech","Rs2,200,000.00","Draft","40.00","30-11-2013","prakash"
"Danone-Pathology Lab","Rs250,000.00","Draft","40.00","10-07-2013","prakash"
"Fortis-Sacred Hearts","Rs1,500,000.00","Draft","40.00","30-06-2014","prakash"
"Sandisk Project,Bangalore","Rs3,500,000.00","Draft","40.00","22-07-2014","prakash"
"Salem Gopi Hospital","Rs400,000.00","Draft","40.00","12-06-2012","prakash"
"Uday Heranjal Hospital","Rs70,000.00","Draft","40.00","17-12-2012","prakash"
"Herman Miller","Rs200,000.00","Draft","40.00","26-06-2012","prakash"
"ICU","Rs150,000.00","Draft","40.00","10-07-2013","prakash"
"Fun City,Hyderabad","Rs150,000.00","Draft","40.00","26-03-2014","prakash"
"Manipal Hospital","Rs1,350,000.00","Draft","40.00","06-02-2013","prakash"
"Standard Plus 492","Rs80,000.00","Draft","40.00","17-12-2012","prakash"
"Krispy Kreme Restaurant","Rs500,000.00","Draft","40.00","30-04-2014","prakash"
"SBI-LHF","Rs1,200,000.00","Draft","10.00","22-10-2011","prakash"
"ICU/CCU/HDU","Rs700,000.00","Draft","40.00","16-07-2014","prakash"
"M Moser","Rs15,000.00","Draft","40.00","12-08-2013","prakash"
"N Vidia,Manyata Business Park","Rs40,000.00","Draft","40.00","12-09-2013","prakash"
"O.T & Post O.T bed","Rs400,000.00","Draft","40.00","21-03-2013","prakash"
"Manipal University,Jaipur","Rs400,000.00","Draft","40.00","23-10-2013","prakash"
"Nova Medical Center","Rs1,000,000.00","Draft","40.00","28-03-2012","prakash"
"Color Plus Showroom","Rs250,000.00","Draft","40.00","21-11-2012","prakash"
"HP Surya Park","Rs200,000.00","Draft","10.00","28-10-2011","prakash"
"Meru Networks","Rs1,000,000.00","Draft","40.00","14-03-2012","prakash"
"Residence-Kitchen","Rs12,000.00","Draft","40.00","22-12-2011","prakash"
"Fortis BG Road","Rs200,000.00","Draft","40.00","28-11-2013","prakash"
"Plama Developers Ltd","Rs300,000.00","Draft","40.00","20-06-2012","prakash"
"O.T & Post O.T bed","Rs400,000.00","Draft","40.00","21-03-2013","prakash"
"Akshatha Kishan","Rs10,000.00","Draft","40.00","15-08-2014","Prakashs"
"Anil-EWF Sapele Plank","Rs35,000.00","Draft","40.00","31-07-2014","Prakashs"
"Anil-sapele Plank required","Rs15,600.00","Draft","40.00","31-07-2014","Prakashs"
"Sidhu","Rs4,000.00","Draft","40.00","31-07-2014","Prakashs"
"Chandrashekhara.R","Rs150,000.00","Draft","40.00","31-08-2014","Prakashs"
"SurajDatla","Rs50,000.00","Draft","40.00","31-08-2014","Prakashs"
"Mohan Babu","Rs50,000.00","Draft","40.00","31-07-2014","Prakashs"
"eclipse sd","Rs100,000.00","Draft","40.00","31-05-2013","Pramod"
"Hotel Westin - Kolkotta","Rs15,000,000.00","Draft","40.00","31-12-2012","Priyavirat"
"Triumph resort Goa","Rs10,000,000.00","Draft","0.00","30-04-2012","Priyavirat"
"Holiday Inn - Karkardooma Delhi","Rs5,000,000.00","Draft","40.00","30-04-2012","Priyavirat"
"Hotel - Dusit D-2 at Aerocity","Rs10,000,000.00","Draft","40.00","30-04-2012","Priyavirat"
"Hotel Pullman - Aerocity Delhi","Rs10,000,000.00","Draft","40.00","31-03-2012","Priyavirat"
"Sheraton - Chandigarh","Rs500,000.00","Draft","40.00","31-12-2012","Priyavirat"
"Crown Plaza - Jaipur","Rs10,000,000.00","Draft","0.00","31-03-2012","Priyavirat"
"Shanti Niketan - Kolkotta","Rs40,000,000.00","Draft","40.00","31-08-2012","Priyavirat"
"Holiday Inn - Aerocity","Rs10,000,000.00","Draft","40.00","29-02-2012","Priyavirat"
"Laminate flooring requirement","Rs58,372.00","Draft","40.00","10-01-2013","Punam"
"Laminate flooring requirement","Rs40,000.00","Draft","40.00","20-02-2013","Punam"
"Showroom","Rs120,000.00","Draft","40.00","31-12-2012","Punam"
"Sapele Plank","Rs71,000.00","Draft","100.00","12-01-2013","Punam"
"Laminate flooring requirement","Rs20,656.00","Draft","40.00","29-12-2012","Punam"
"Flooring Laminate & solid wood requirement","Rs5,000,000.00","Draft","40.00","12-03-2013","Punam"
"Laminate flooring Sumit Bathwal","Rs35,740.00","Draft","40.00","15-02-2013","Punam"
"Laminate and Engineered flooring requirement","Rs137,506.00","Draft","40.00","25-02-2013","Punam"
"Vinyl flooring requirement","Rs17,616.00","Draft","40.00","20-02-2013","Punam"
"LWF@Bowenpally","Rs100,000.00","Draft","40.00","30-03-2013","Raghavendra"
"EWF@MDhouse","Rs150,000.00","Draft","40.00","30-03-2013","Raghavendra"
"OWF&SPF@TheNeighbourhood","Rs500,000.00","Draft","40.00","30-03-2013","Raghavendra"
"SWF@LancoHills","Rs1,200,000.00","Draft","40.00","31-03-2013","Raghavendra"
"OWF@journolistcolony","Rs125,000.00","Draft","40.00","30-03-2013","Raghavendra"
"SWF@venkateshwaraHotel","Rs1,000,000.00","Draft","40.00","31-05-2013","Raghavendra"
"Composite@sanathmalreddysite","Rs85,000.00","Draft","40.00","30-03-2013","Raghavendra"
"OWF@KVRrailinfra","Rs350,000.00","Draft","40.00","30-03-2013","Raghavendra"
"LWF@Vasavinirman","Rs100,000.00","Draft","40.00","30-03-2013","Raghavendra"
"LWF@MHotel","Rs38,000.00","Draft","40.00","30-03-2013","Raghavendra"
"OWF@Sitadevi","Rs450,000.00","Draft","40.00","30-03-2013","Raghavendra"
"OWF@MY Home Hub","Rs750,000.00","Draft","40.00","30-03-2013","Raghavendra"
"OWF@Indu","Rs75,000.00","Draft","40.00","30-03-2013","Raghavendra"
"LWF@AdityaConstruction","Rs150,000.00","Draft","40.00","30-03-2013","Raghavendra"
"LWF@Frontiers","Rs40,000.00","Draft","40.00","30-03-2013","Raghavendra"
"Vinyl Flooring Faridabad","Rs300,000.00","Draft","40.00","15-02-2013","Rahul"
"Doer Medical","Rs300,000.00","Draft","40.00","05-02-2013","Rahul"
"Mohammad Hasan","Rs260,000.00","Draft","40.00","23-02-2013","Rahul"
"Genesis clinic","Rs200,000.00","Draft","40.00","31-01-2013","Rahul"
"IIT INDORE","Rs3,700,000.00","Draft","40.00","29-11-2012","Rahul"
"ITC LIMITED","Rs180,000.00","Draft","80.00","16-05-2012","Rajib"
"Grand Hyatt Mumbai (Juniper Hotels Pvt Ltd)","Rs120,000.00","Draft","40.00","22-10-2012","Rajiv"
"Divyashree LWF-Dark fumes oak","Rs10,000.00","Draft","40.00","28-02-2014","Raju"
"Ravi K P - Edge cover","Rs20,000.00","Draft","40.00","31-07-2014","Raju"
"Alufit - LWF requirement","Rs200,000.00","Draft","40.00","31-08-2014","Raju"
"Raffles park","Rs65,000.00","Draft","40.00","31-12-2014","Raju"
"Shyam interiorss-Divyasree irridium club","Rs500,000.00","Draft","40.00","31-08-2014","Raju"
"mantri pinnacle","Rs100,000.00","Draft","40.00","31-12-2013","Raju"
"Divyashree-77 degree EWF accs","Rs15,000.00","Draft","40.00","30-04-2014","Raju"
"Embassy corporate office deck flooring","Rs250,000.00","Draft","40.00","31-07-2014","Raju"
"gopalan enterprises-grand marcure","Rs150,000.00","Draft","40.00","31-07-2014","Raju"
"Machani Infra Development corpn - EWF","Rs100,000.00","Draft","40.00","31-03-2014","Raju"
"saee trafoline -LWF","Rs60,000.00","Draft","40.00","30-06-2014","Raju"
"bhoruka Walnut additional","Rs50,000.00","Draft","40.00","30-04-2014","Raju"
"Nikhil barua -- LWF","Rs30,000.00","Draft","40.00","31-03-2014","Raju"
"Anup Krishnaswamy","Rs150,000.00","Draft","40.00","30-06-2014","Raju"
"TPL DEVELOPERS - EWF","Rs150,000.00","Draft","40.00","31-08-2014","Raju"
"Laminated wooden flooring -Mantri serenity","Rs1,000,000.00","Draft","40.00","30-08-2014","Raju"
"Blue Jay - LWF","Rs100,000.00","Draft","40.00","31-01-2014","Raju"
"prasanna","Rs50,000.00","Draft","40.00","31-01-2014","Raju"
"M-STAR HOTELS PALAKKAD PRIVATE LIMITED-LWF","Rs10,000.00","Draft","40.00","30-06-2014","Raju"
"Godrej platinum project requirement","Rs1,000,000.00","Draft","40.00","30-09-2013","Raju"
"RMZ-Galleria Walnut","Rs150,000.00","Draft","40.00","30-04-2014","Raju"
"Swiss flooring rectification","Rs5,000.00","Draft","40.00","30-06-2014","Raju"
"Surbana - Owf","Rs1,400,000.00","Draft","40.00","31-08-2014","Ramakrishna"
"optima for entrance area _ genome valley","Rs150,000.00","Draft","40.00","31-07-2014","Ramakrishna"
"decking & sports flooring","Rs200,000.00","Draft","40.00","30-06-2014","Ramakrishna"
"swf requirement for hometheater","Rs150,000.00","Draft","40.00","31-05-2014","Ramakrishna"
"lwf for villas","Rs1,000,000.00","Draft","40.00","30-04-2014","Ramakrishna"
"walnut2strips & ewf @lanco","Rs400,000.00","Draft","40.00","30-06-2014","Ramakrishna"
"vinyl flooring for AIMS hospital","Rs12,000,000.00","Draft","40.00","30-06-2014","Ramakrishna"
"wooden flooring for hometheater & balcony","Rs100,000.00","Draft","40.00","31-07-2014","Ramakrishna"
"ipe smooth requirement","Rs61,000.00","Draft","40.00","30-09-2012","Ramakrishna"
"solidwood requirement","Rs125,000.00","Draft","40.00","29-05-2014","Ramakrishna"
"vinyl flooring for akbar eye hospital","Rs300,000.00","Draft","40.00","30-06-2014","Ramakrishna"
"linoleum for cafteria","Rs600,000.00","Draft","40.00","30-04-2014","Ramakrishna"
"ewf & deck for orange county","Rs300,000.00","Draft","40.00","31-05-2014","Ramakrishna"
"decking & sports flooring","Rs200,000.00","Draft","40.00","30-09-2013","Ramakrishna"
"SpaceMatrix Design Consultants Pvt Ltd","Rs800,000.00","Draft","40.00","16-05-2012","Ramesh"
"Mantri - Bangalore","Rs2,800,000.00","Draft","40.00","28-01-2012","Ramesh"
"Mantri","Rs600,000.00","Draft","40.00","21-12-2011","Ramesh"
"CAP Gemini","Rs500,000.00","Draft","40.00","28-01-2012","Ramesh"
"Nitesh Fischer Island - Goa","Rs1,100,000.00","Draft","40.00","14-03-2012","Ramesh"
"Bhumika Inc","Rs400,000.00","Draft","40.00","21-03-2012","Ramesh"
"Coluimbia Asia-Ahmedabad","Rs190,000.00","Draft","40.00","06-07-2012","Ramesh"
"Solid Wood Flooring","Rs100,000.00","Draft","10.00","31-07-2011","Ramesh"
"Shell Projects","Rs500,000.00","Draft","40.00","23-04-2012","Ramesh"
"Rajaharat-Kolkatta-TCS","Rs2,200,000.00","Draft","40.00","16-03-2013","Ramesh"
"Woodcraft(India) Ltd","Rs600,000.00","Draft","40.00","04-04-2012","Ramesh"
"Elegan z Interiors Pvt Ltd B.O.Q 2-06","Rs8,470,761.77","Draft","40.00","16-06-2012","Ramesh"
"Plan A-Designtec Solutions Pvt Ltd","Rs650,000.00","Draft","40.00","17-05-2012","Ramesh"
"Woodkraft- EXcel Omnisports Thomson Reuters","Rs450,000.00","Draft","40.00","19-09-2012","Ramesh"
"Brigade Enterprises","Rs100,000.00","Draft","40.00","04-05-2012","Ramesh"
"Cisco","Rs2,000,000.00","Draft","10.00","04-08-2011","Ramesh"
"Brigade - Vinyl Flooring","Rs50,000.00","Draft","40.00","28-02-2012","Ramesh"
"Makhteshin","Rs1,300,000.00","Draft","10.00","05-10-2011","Ramesh"
"Eleganz Interiors Pvt Ltd","Rs1,200,000.00","Draft","40.00","16-04-2012","Ramesh"
"Prakash M","Rs130,000.00","Draft","40.00","16-02-2012","Ramesh"
"TCS - Auditorium","Rs500,000.00","Draft","40.00","31-12-2011","Ramesh"
"Smoke house Saket","Rs100,000.00","Draft","40.00","23-03-2013","Ravi"
"Smoke house Mumbai","Rs1,100,000.00","Draft","40.00","13-03-2013","Ravi"
"G D Goenka","Rs1,000,000.00","Draft","40.00","26-04-2013","Ravi"
"fineshee group solid wood flooring","Rs1,000,000.00","Draft","40.00","27-02-2013","Ravi"
"Gaurav Jain Palam Vihar","Rs700,000.00","Draft","40.00","13-03-2013","Ravi"
"Smoke house Hauz khas","Rs1,300,000.00","Draft","40.00","28-02-2013","Ravi"
"vinyl flooring for Ramp","Rs84,508.00","Draft","40.00","09-10-2013","Ravikanth"
"Optima& Granit Multi safe","Rs879,000.00","Draft","40.00","30-10-2013","Ravikanth"
"Vinyle floor Ramp","Rs8,100.00","Draft","40.00","22-09-2013","Ravikanth"
"vinyl flooring for Ramp","Rs195,189.75","Draft","40.00","10-09-2013","Ravikanth"
"Primo Premium 651","Rs196,175.00","Draft","40.00","21-06-2014","Ravikanth"
"Optima","Rs375,000.00","Draft","40.00","28-11-2013","Ravikanth"
"Eclipse sd","Rs66,500.00","Draft","40.00","30-04-2014","Ravikanth"
"Otima","Rs95,000.00","Draft","40.00","15-05-2014","Ravikanth"
"Eclipse SD","Rs175,000.00","Draft","40.00","06-06-2014","Ravikanth"
"Standerd","Rs440,000.00","Draft","40.00","31-03-2014","Ravikanth"
"Ruby","Rs531,000.00","Draft","40.00","31-05-2014","Ravikanth"
"lwf Kpc Projects","Rs269,100.00","Draft","40.00","31-01-2014","Ravikanth"
"Vinyl flooring","Rs66,450.00","Draft","40.00","31-10-2013","Ravikanth"
"Vinyl flooring","Rs270,157.97","Draft","40.00","25-09-2013","Ravikanth"
"SANJAY SHAH","Rs44,000.00","Draft","40.00","19-03-2012","Relston"
"GOLDMINE QUOTE","Rs6,000.00","Draft","40.00","28-02-2012","Relston"
"Nandini Singh","Rs185,000.00","Draft","40.00","21-02-2012","Relston"
"Vinay Desai Architects","Rs240,000.00","Draft","40.00","24-02-2012","Relston"
"Chartered Hotels Raipur","Rs875,000.00","Draft","40.00","30-06-2014","Relston"
"Global Hospital","Rs1,202,000.00","Draft","40.00","02-03-2012","Relston"
"lokhandwala  Nestings","Rs2,000,000.00","Draft","40.00","29-02-2012","Relston"
"SHIYAD - THIRUVALLOM","Rs100,000.00","Draft","40.00","04-04-2014","Renoob"
"Sabeena.A","Rs500,000.00","Draft","40.00","10-05-2013","Renoob"
"B.PADMAKUMAR","Rs50,000.00","Draft","40.00","24-07-2014","Renoob"
"Namaha Spa","Rs3,000,000.00","Draft","40.00","30-06-2014","Renoob"
"GIET PVT LTD","Rs3,000,000.00","Draft","40.00","30-04-2014","Renoob"
"Vivek .VR","Rs500,000.00","Draft","40.00","10-03-2014","Renoob"
"Dr.M.Salim","Rs150,000.00","Draft","40.00","25-11-2013","Renoob"
"Dr.Abdul Latheef","Rs300,000.00","Draft","40.00","30-06-2013","Renoob"
